id,happiness,religion_freq,income,health,health_problem,depression,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,work_yr,family_income,status_peer,status_3_before,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,survey_type_1,survey_type_2,province_11,province_12,province_13,province_14,province_15,province_21,province_22,province_23,province_31,province_32,province_33,province_34,province_35,province_36,province_37,province_41,province_42,province_43,province_44,province_45,province_46,province_50,province_51,province_52,province_53,province_54,province_61,province_62,province_63,province_64,province_65,gender_1,gender_2,age,nationality_1,nationality_2,nationality_3,nationality_4,nationality_5,nationality_6,nationality_7,nationality_8,edu_a,political_1,political_2,political_3,political_4,income_p,revenue_assets,house_percent,house_value,house_percent_value,total_asset,total_asset_age,height_cm_a,weight_jin_a,bmi,health_score,hukou_1,hukou_2,hukou_3,hukou_4,hukou_5,hukou_6,hukou_7,hukou_8,hukou_loc_1,hukou_loc_2,hukou_loc_3,hukou_loc_4,media_type_1,media_type_2,media_type_3,out_leisure_p,class_a,class_10_before_a,class_10_after_a,class_14_a,class_forcast,class_review,class_change_total,work_exper_1,work_exper_2,work_exper_3,work_exper_4,work_exper_5,work_exper_6,work_status_1,work_status_2,work_status_3,work_status_4,work_status_5,work_status_6,work_status_7,work_status_8,work_status_9,work_type_1,work_type_2,work_manage_1,work_manage_2,work_manage_3,work_manage_4,family_m_a,family_income_m,family_status_1,family_status_2,family_status_3,family_status_4,family_status_5,house_a,car_1,car_2,invest_1_0,invest_1_1,invest_2_0,invest_2_1,invest_3_0,invest_3_1,invest_4_0,invest_4_1,invest_5_0,invest_5_1,invest_6_0,invest_6_1,invest_7_0,invest_7_1,invest_8_0,invest_8_1,marital_1,marital_2,marital_3,marital_4,marital_5,marital_6,marital_7,ever_divorce_0,ever_divorce_1,stay_with_someone_0,stay_with_someone_1,s_edu_diff,s_income_diff,ma_income_m,ma_income_f,first_ma_years,cur_ma_years,first_ma_age_m,first_ma_age_f,ma_age_m,ma_age_f,first_ma_age_diff,ma_age_diff,income_diff,trust_sum,pub_sum
4324,3,1,0,4,5,5,1,1,1,4,1,1,1,5,2,5,5,4,4,5,5,5,5,5,4,4,1,1,6,1,3,0,0,2,1,2,5,5,4,4,4,3,3,3,3,3,3,3,1,4,100,100,90,90,100,100,100,100,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0.5,0,0,0,0,160,95,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,5,4,7,3,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,30,30,22,23,0,0,0,0,0,44,900
4325,3,1,0,4,4,4,1,1,1,4,1,1,1,5,4,5,5,3,3,5,2,5,5,5,3,3,1,5,4,1,3,0,0,3,1,2,5,3,4,3,5,4,2,3,5,4,4,3,1,5,80,80,90,100,0,100,50,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,40,1,0,0,0,0,0,1,0,0,0,0,165,125,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,5,4,6,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,46,600
4326,3,1,100000,5,5,5,2,2,1,1,5,4,5,4,4,4,5,3,3,5,5,5,5,1,1,4,2,3,3,3,4,10,100000,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,1,3,70,50,50,50,50,50,60,60,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,0,0,0,100,1,0,0,0,200,1000000,1,500000,500000,1500000,50000,180,160,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,7,4,9,5,2,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,80,150000,100000,0,10,10,27,25,25,25,0,0,150000,40,500
4327,3,1,0,3,4,4,2,2,3,4,1,1,1,5,3,4,4,4,4,4,2,5,5,5,3,3,2,3,4,1,4,0,100000,2,2,2,3,3,3,3,4,4,3,4,4,3,3,3,2,3,80,80,70,70,60,70,80,70,70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,1,0,0,0,0,0,0,0,40,1,0,0,0,50,0,0.25,0,0,0,0,160,120,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,30,7,6,7,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100000,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,600
4328,3,1,0,3,2,2,1,1,1,4,1,1,1,5,5,5,5,3,3,5,5,5,5,5,2,2,2,2,3,2,3,0,0,2,2,2,4,4,4,5,4,4,4,4,3,4,5,4,2,4,80,80,80,80,90,80,80,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,70,1,0,0,0,0,0,0,0,10,1,0,0,0,50,0,0.5,0,0,0,0,140,90,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,4,3,6,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,50,50,21,19,0,0,0,0,0,51,700
4329,3,1,0,2,2,3,1,1,1,4,1,1,5,5,5,5,5,4,5,5,5,5,5,5,1,4,1,3,3,1,3,0,0,3,2,2,1,1,1,1,1,1,1,1,1,3,3,3,1,4,30,0,0,0,0,0,0,50,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,0,0,0,0,150,80,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60,5,3,5,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,100
4330,3,9,0,3,3,4,1,1,1,4,1,1,1,5,3,5,5,2,5,5,2,5,5,5,3,3,1,7,6,6,3,0,0,3,2,2,3,3,4,4,5,3,3,3,3,3,3,3,3,2,100,100,100,100,100,100,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0.25,0,0,0,0,160,100,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40,4,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,900
4331,2,1,0,2,3,4,1,1,1,4,1,1,3,5,4,5,5,4,4,5,5,5,5,5,2,2,1,4,3,1,4,10,0,3,2,2,4,3,3,2,3,2,2,4,3,3,3,4,1,4,70,80,70,60,70,80,80,70,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60,1,0,0,0,0,0,0,0,10,1,0,0,0,50,0,1,500000,500000,500000,0,150,100,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,6,2,8,2,2,4,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,700
4332,4,1,0,5,5,3,4,1,1,3,1,1,3,5,2,1,5,4,5,5,5,5,2,5,4,3,2,1,1,2,3,0,0,1,1,2,4,4,4,4,4,3,3,4,2,2,2,2,1,5,80,80,90,80,60,70,80,70,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,80,0,0,0,0,0,1,0,0,30,1,0,0,0,0,0,0.25,0,0,0,0,160,120,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20,4,3,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,700
4333,3,1,0,3,3,3,3,2,1,3,4,2,4,5,3,4,4,2,3,4,5,4,4,2,4,3,2,2,2,2,4,0,100000,2,2,2,4,3,3,3,4,4,5,4,3,4,3,2,1,3,60,80,50,70,70,70,70,80,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1,0,0,0,0,0,0,0,60,1,0,0,0,50,0,0,0,0,0,0,160,110,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,60,5,6,5,4,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,43,600
4334,2,1,0,4,4,4,1,1,1,4,1,1,1,5,5,5,5,4,4,4,4,5,5,5,2,3,1,3,6,1,2,0,0,2,2,2,4,3,4,4,5,3,3,3,3,3,3,3,2,4,60,50,50,70,60,50,60,70,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,1,0,0,0,0,0,0,0,20,1,0,0,0,0,0,1,2000000,2000000,2000000,50000,170,120,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,4,3,2,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,20,0,0,0,30,30,24,24,25,25,0,0,0,43,500
4335,3,3,0,4,4,5,1,1,4,4,1,1,1,5,3,5,5,4,5,1,1,5,5,5,2,4,1,1,1,2,2,0,0,3,2,3,4,4,3,3,4,4,2,3,2,4,4,4,2,5,90,60,90,80,70,90,60,80,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,70,1,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0.25,0,0,0,0,160,110,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40,1,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,20,0,0,0,40,40,27,21,25,20,5,5,0,43,700
4336,2,1,0,4,4,2,2,2,2,4,1,1,1,5,5,4,4,5,5,5,5,5,5,5,1,3,1,3,3,2,1,0,0,3,1,3,4,3,4,4,5,4,4,4,4,3,3,3,2,3,60,40,60,70,60,60,60,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,0,0,0,0,0,0,0,20,1,0,0,0,50,0,0,0,0,0,0,170,150,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,500
4337,0,1,0,4,5,3,1,1,4,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,3,1,1,1,1,4,0,0,3,2,3,5,2,5,5,5,3,1,5,3,3,3,3,1,5,50,80,30,60,30,40,40,80,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,1,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0.25,0,0,0,0,165,125,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,1,5,0,-3,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,500
4338,1,1,0,2,3,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,6,6,1,4,0,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,100,80,80,80,80,90,60,70,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1,0,0,0,0,0,0,0,40,1,0,0,0,0,0,1,0,0,0,0,160,80,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-40,0,0,0,30,30,36,30,0,0,5,0,0,37,700
4339,4,1,0,4,4,4,1,1,1,5,1,1,1,5,3,5,4,4,4,5,5,5,5,5,4,2,1,2,6,2,3,0,0,2,1,2,3,3,3,2,4,3,3,3,3,3,3,3,3,5,70,80,80,70,80,80,80,80,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,1,0,0,0,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0,145,110,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,5,4,6,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,40,40,25,25,0,0,0,0,0,39,700
4340,3,1,0,5,5,4,2,3,1,5,4,4,2,4,2,4,5,4,4,3,5,5,5,2,2,2,2,5,3,1,4,0,100000,2,1,2,2,3,3,3,3,3,3,4,2,3,3,3,1,3,80,70,70,70,70,70,50,80,70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0.75,0,0,0,0,165,100,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30,5,4,6,4,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,0,0,22,21,0,0,0,0,0,36,600
4341,3,7,0,4,5,5,1,1,1,5,1,1,1,5,5,5,5,4,2,5,5,5,5,5,3,4,1,3,3,4,4,0,0,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,100,100,100,100,100,100,100,100,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,0.5,0,0,0,0,160,130,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,40,40,25,25,0,0,0,0,0,52,900
4342,4,1,100000,4,4,4,2,2,2,2,4,4,4,4,3,5,4,2,2,4,4,5,4,1,2,3,2,3,3,2,4,0,100000,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,1,4,100,100,100,100,100,100,100,100,100,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,40,1,0,0,0,200,1500000,0.75,0,0,1500000,0,160,120,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,5,3,7,3,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-40,0,100000,100000,10,10,19,20,0,0,0,0,0,61,900
4343,2,1,0,3,3,3,2,1,1,3,1,1,2,5,2,5,5,4,4,5,5,5,5,5,2,3,1,2,2,2,3,0,0,3,1,3,5,4,4,3,5,4,3,5,2,3,3,3,1,4,70,60,0,0,70,0,80,60,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0.5,0,0,0,0,160,130,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50,2,1,3,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,30,30,0,0,0,0,0,0,0,45,400
4344,3,1,0,3,3,3,1,1,1,5,1,1,1,5,3,5,5,5,5,5,5,5,5,5,1,4,1,3,3,2,5,0,0,3,2,2,5,4,4,4,5,4,4,5,3,4,3,3,1,2,80,50,80,80,80,100,100,80,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,80,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,500000,500000,500000,100000,165,120,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,5,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,60,60,0,0,0,0,0,0,0,49,700
4345,3,1,0,5,5,4,1,1,3,5,1,1,1,5,5,5,5,4,3,5,5,5,5,5,4,4,1,6,3,1,3,0,100000,2,2,2,5,2,4,2,5,3,2,4,4,5,3,4,1,5,60,80,60,60,60,60,80,100,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,0,1,0,0,20,1,0,0,0,100,0,1,0,0,0,0,170,140,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,20,0,0,0,40,40,25,23,25,25,0,0,0,44,600
4346,2,1,0,3,3,3,4,3,5,5,1,1,1,5,3,1,5,4,5,5,2,5,5,5,1,2,2,3,3,1,3,35,200000,2,2,2,3,2,4,3,2,3,3,3,5,3,3,3,1,3,80,60,80,90,90,60,70,70,70,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,1,0,0,0,0,0,0,0,40,1,0,0,0,50,0,0.25,0,0,0,0,165,130,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,20,6,7,7,6,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,100000,0,0,0,1,0,3,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,40,0,0,0,50,50,30,21,30,20,10,10,0,38,700
4347,3,1,0,5,4,4,2,2,2,4,3,1,2,5,2,4,4,4,3,5,4,4,4,3,3,3,2,2,3,1,4,15,0,2,2,2,4,3,3,3,4,3,3,4,3,3,3,3,1,4,90,100,100,100,100,100,100,100,100,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,40,1,0,0,0,50,0,1,0,0,500000,0,155,105,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50,3,3,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,800
4348,1,1,0,2,2,3,1,1,1,5,1,3,1,5,4,5,5,4,4,5,3,5,4,5,3,4,2,5,5,1,4,0,0,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,70,50,70,70,70,70,50,80,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,70,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0.25,0,0,0,0,155,110,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,4,6,5,2,1,-2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,600
4349,3,1,0,5,5,4,4,4,4,4,4,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,3,3,3,4,2,15,0,2,2,3,5,5,3,3,3,3,3,2,2,4,1,4,1,4,80,80,80,80,80,80,80,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30,1,0,0,0,0,0,0,0,40,1,0,0,0,50,500000,1,500000,500000,1000000,0,170,160,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,60,5,7,4,3,-1,-2,-3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,40,0,0,0,10,10,23,23,25,25,0,0,0,39,700
4350,2,1,0,4,5,5,1,2,1,4,5,3,2,4,2,4,4,3,2,3,2,4,5,1,3,3,1,3,2,2,3,5,0,2,2,2,5,4,4,4,5,5,4,4,3,3,3,3,2,4,90,70,70,70,70,80,80,80,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,40,1,0,0,0,50,500000,0.38,0,0,500000,0,160,100,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,5,3,6,4,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-40,0,0,0,0,0,25,24,0,0,0,0,0,49,700
4351,3,1,0,5,5,5,1,1,1,3,5,1,2,4,3,5,5,4,4,2,5,5,5,1,1,3,2,3,3,1,4,5,0,2,2,2,3,2,3,3,4,4,2,4,2,3,3,3,1,2,80,70,80,80,80,80,80,80,80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,120,1,0,0,0,50,500000,0.75,0,0,500000,0,165,100,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10,5,4,6,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,700
4352,4,1,0,4,5,5,3,3,3,4,1,1,1,3,2,2,3,4,1,2,5,5,3,5,4,4,3,1,4,1,4,0,0,2,2,2,5,4,4,4,5,5,4,4,2,2,2,2,1,5,60,80,50,50,50,60,60,50,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0.5,0,0,0,0,160,120,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50,6,4,6,4,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,30,30,23,25,0,0,0,0,0,44,500
